Name;Descrição;Função;Dificuldade;Skills;Skins;Link
Sett;Líder de parte do próspero submundo do crime em Ionia, Sett deve todo o seu sucesso à guerra contra Noxus. Mesmo estreando como um simples desafiante nas arenas de combate em Navori, ele logo conquistou notoriedade com sua força bruta e capacidade de...;Lutador / Tanque;Baixa;['Ousadia da Arena', 'Pancadaria', 'Casca-Grossa', 'Quebra-Crânio', 'Hora do Show'];['Sett Reinos Mech', 'Sett Dragão de Obsidiana', 'Sett Dragão de Obsidiana de Prestígio', 'Sett Curtindo o Verão', 'Sett Fogos de Artifício', 'Sett Florescer Espiritual', 'Sett Soul Fighter', 'Sett HEARTSTEEL'];https://www.leagueoflegends.com//pt-br/champions/sett/
Shaco;Criado anos atrás como um brinquedo para um príncipe solitário, Shaco, a marionete encantada, agora se deleita com assassinatos e desordem. Corrompido por magia das trevas e pela perda de seu dono querido, o boneco que já fora gentil agora encontra...;Assassino;Alta;['Apunhalar', 'Enganar', 'Caixinha-Surpresa', 'Veneno de Dois Gumes', 'Alucinações'];['Shaco Chapeleiro Maluco', 'Shaco Bobo da Corte', 'Shaco Quebra-nozes', 'Shaco de Brinquedo', 'Shaco do Manicômio', 'Shaco Goseong', 'Shacoringa', 'Shaco Estrela Negra', 'Shaco Arcanista', 'Shaco Pesadelo na Cidade do Crime', 'Shaco Bênção do Inverno', 'Shaco Soul Fighter', 'Shaco Soul Fighter de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/shaco/
Shen;Para os guerreiros ionianos sigilosos conhecidos como Kinkou, Shen, o Olho do Crepúsculo, é um líder. Ele busca permanecer livre da confusão das emoções, preconceito ou ego, caminhando pelo caminho nunca visto do julgamento imparcial entre o reino dos...;Tanque;Média;['Barreira de Ki', 'Ataque Crepúsculo', 'Refúgio Espiritual', 'Corrida das Sombras', 'Manter a União'];['Shen Gélido', 'Shen de Armadura Dourada', 'Cirurgião Shen', 'Shen Lua Sangrenta', 'Shen Mestre Samurai', 'TPA Shen', 'Pulsefire Shen', 'Shen Infernal', 'Shen PsyOps', 'Shen Lâmina do Trovão', 'Shen Guardião das Cinzas'];https://www.leagueoflegends.com//pt-br/champions/shen/
Shyvana;Shyvana é uma criatura com a mágica de um fragmento de runa queimando em seu coração. Apesar de normalmente parecer humanoide, ela pode mudar para sua forma verdadeira de um temível dragão, incinerando seus inimigos com seu sopro de chamas. Depois de...;Lutador / Mago;Média;['Fúria da Meio-Dragão', 'Mordida Dupla', 'Combustão', 'Hálito Flamejante', 'Descida do Dragão'];['Shyvana de Armadura de Ferro', 'Shyvana Garras-de-Crânio', 'Shyvana Chamas Negras', 'Shyvana Dragão de Gelo', 'Shyvana Mundial 2014', 'Shyvana Supergaláctica', 'Shyvana Destruída', 'Shyvana Jornada Imortal'];https://www.leagueoflegends.com//pt-br/champions/shyvana/
Singed;"Singed é um alquimista zaunita de intelecto inigualável, que devotou sua vida a ultrapassar os limites do conhecimento; e nenhum preço, nem sua própria sanidade, é alto demais. Existe cura para sua loucura? Suas misturas raramente falham, mas, para...";Tanque / Mago;Média;['Corrente de Ar Nociva', 'Rastro de Veneno', 'Mega Adesivo', 'Lançar', 'Poção da Insanidade'];['Singed Pelotão Riot', 'Singed Hextec', 'Singed Surfista', 'Singed Cientista Louco', 'Singed Aprimorado', 'Singed Dia Nevado', 'Singed SSW', 'Singed Flagelo Negro', 'Singed Apicultor', 'Singed da Resistência', 'Singed Astronauta'];https://www.leagueoflegends.com//pt-br/champions/singed/
Sion;Um herói de guerra de uma era passada, Sion era reverenciado em Noxus por ter estrangulado a vida de um rei demaciano com suas próprias mãos. Mas o esquecimento lhe foi negado quando foi ressuscitado para servir seu império, mesmo na sua morte. Seu...;Tanque / Lutador;Média;['In Gloria Mori', 'Golpe Demolidor', 'Fornalha da Alma', 'Urro do Assassino', 'Investida Incontrolável'];['Sion Hextec', 'Sion Bárbaro', 'Sion Lenhador', 'Sion Anunciador da Guerra', 'Mech Zero Sion', 'Sion Quebra-mundos', 'Sion Gelo Sombrio', 'Sion Velho Oeste', 'Sion Paladino Cósmico'];https://www.leagueoflegends.com//pt-br/champions/sion/
Sivir;Sivir é uma renomada caçadora de recompensas e capitã mercenária que manipula o comércio nos desertos de Shurima. Armada com sua lendária lâmina em cruz adornada, ela lutou e venceu incontáveis batalhas por aqueles que podem pagar seu preço exorbitante...;Atirador;Média;['Pés Ligeiros', 'Lâmina Bumerangue', 'Ricochete', 'Escudo de Feitiço', 'Na Caçada'];['Sivir, a Princesa Guerreira', 'Sivir Maravilha', 'Sivir Caçadora', 'Sivir Gatuna', 'PAX Sivir', 'Sivir Tempestade de Neve', 'Sivir Vigia', 'Sivir Vitoriosa', 'Neo PAX Sivir', 'Sivir Entregadora de Pizza', 'Sivir Lua Sangrenta', 'Sivir Odisseia', 'Sivir Kawaii Café', 'Sivir Eclipse Solar', 'Sivir Criadora Mítica', 'Sivir Criadora Mítica de Prestígio', 'Sivir Emboscada Primordial'];https://www.leagueoflegends.com//pt-br/champions/sivir/
Skarner;Skarner, um Brackern ancião e colossal, é reverenciado em Ixtal como um dos membros-fundadores de Yun Tal, a casta dominante. Dedicado a manter sua nação a salvo do resto do mundo, Skarner vive em sua câmara no subsolo de Ixaocan, onde pode ouvir as...;Tanque / Lutador;Média;['Linhas de Vibração', 'Terra Arrasada/Sublevação', 'Bastião Sísmico', 'Impacto de Ixtal', 'Empalar'];['Skarner Escorpião do Deserto', 'Skarner Runas da Terra', 'Skarner Máquina de Combate Alfa', 'Skarner Guardião das Areias', 'Skarner Ferrão Cósmico'];https://www.leagueoflegends.com//pt-br/champions/skarner/
Smolder;Escondido entre os penhascos escarpados da fronteira noxiana e sob o olhar atento da mãe, um jovem dragão está aprendendo o que significa ser herdeiro da linhagem dos dragões imperiais de Camavor. Brincalhão e ansioso por ser grande, Smolder busca...;Atirador / Mago;Média;['Treinamento Dracônico', 'Super-Hálito Flamejante', 'Atchim!', 'Voa, Voa, Voa', 'MANHÊÊÊ!'];['Smolder Escamas Celestiais'];https://www.leagueoflegends.com//pt-br/champions/smolder/
Sona;Sona é um dos maiores prodígios em etwahl de cordas em Demacia, falando somente através de seus acordes graciosos e de suas árias vibrantes. Seu comportamento refinado cativou os nobres, apesar de muitos suspeitarem que suas melodias fascinantes...;Suporte / Mago;Média;['Power Chord', 'Hino do Valor', 'Ária da Perseverança', 'Canção da Celeridade', 'Crescendo'];['Sona Musa', 'Sona Pentakill', 'Sona Noite Feliz', 'Sona Guqin', 'Sona Fliperama', 'DJ Sona', 'Sona Queridinha', 'Sona Odisseia', 'Sona PsyOps', 'Sona Pentakill III: Lost Chapter', 'Sona Guardiã Estelar', 'Sona Jornada Imortal', 'Sona Jornada Imortal de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/sona/
Soraka;Uma andarilha vinda de dimensões celestiais além do Monte Targon, Soraka desistiu de sua imortalidade para proteger as raças mortais de seus instintos mais violentos. Ela pretende espalhar as virtudes da compaixão e da misericórdia a todos que encontra...;Suporte / Mago;Baixa;['Salvação', 'Chamado Estelar', 'Infusão Astral', 'Equinócio', 'Desejo'];['Soraka Dríade', 'Soraka Divina', 'Soraka Celestina', 'Soraka Ceifadora', 'Soraka Ordem da Banana', 'Soraka Cibernética', 'Soraka Guardiã Estelar', 'Soraka Pijaminha Estelar', 'Soraka Inverno Mágico', 'Soraka Emissária da Luz', 'Soraka Emissária da Escuridão', 'Soraka Guardiã Estelar de Prestígio', 'Soraka Kawaii Café', 'Soraka Florescer Espiritual', 'Soraka Jornada Imortal', 'Soraka Corte das Fadas'];https://www.leagueoflegends.com//pt-br/champions/soraka/
Swain;Jericho Swain é o líder visionário de Noxus, uma nação expansionista que venera apenas a força. Apesar de ter sido abatido e mutilado nas guerras ionianas, onde perdeu o braço esquerdo, ele tomou o controle do império com uma determinação implacável...;Mago / Suporte;Alta;['Bando Voraz', 'Mão da Morte', 'Visão do Império', 'Nuncamova', 'Ascensão Demoníaca'];['Swain da Fronteira Polar', 'Swain Águas de Sentina', 'Swain Tirano', 'Swain Mestre dos Dragões', 'Swain Hextec', 'Swain Rosa de Cristal', 'Swain Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/swain/
Sylas;Criado em um dos bairros mais pobres de Demacia, Sylas de Dregbourne se tornou o símbolo do lado mais sombrio da Grande Cidade. Quando criança, sua habilidade de identificar magia chamou a atenção de importantes caçadores de magos, que depois o...;Mago / Assassino;Média;['Explosão de Petricita', 'Correntes-Chicote', 'Regicida', 'Evasão / Abdução', 'Usurpar'];['Sylas Espectro Lunar', 'Sylas de Freljord', 'PROJETO: Sylas', 'PROJETO: Sylas de Prestígio', 'Sylas Lobo de Batalha', 'Sylas Matador das Cinzas', 'Sylas Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/sylas/
Syndra;Syndra é uma temida maga ioniana com um poder incrível ao seu dispor. Quando criança, ela causava pavor nos anciões da aldeia com sua magia imprudente e indomada. Mandada embora para aprender a controlar seus poderes, ela terminou descobrindo que seu...;Mago;Alta;['Transcender', 'Esfera Negra', 'Força de Vontade', 'Dispersar os Fracos', 'Poder Irrestrito'];['Syndra Justiceira', 'Syndra Atlante', 'Syndra Dama de Ouros', 'Syndra Dia Nevado', 'SKT T1 Syndra', 'Syndra Guardiã Estelar', 'Syndra Curtindo o Verão', 'Syndra Rosa Definhada', 'Syndra Feiticeira', 'Syndra Guardiã Estelar de Prestígio', 'Syndra Florescer Espiritual', 'Syndra Congregação das Bruxas'];https://www.leagueoflegends.com//pt-br/champions/syndra/
Tahm Kench;Conhecido por muitos nomes ao longo da história, Tahm Kench viaja pelas águas de Runeterra alimentando seu insaciável apetite com o sofrimento alheio. Apesar de parecer particularmente encantador e orgulhoso, ele vaga pelo reino físico como um andarilho...;Tanque / Suporte;Média;['Um Gosto Adquirido', 'Língua-chicote', 'Mergulho Abissal', 'Pele Grossa', 'Devorar'];['Tahm Kench Mestre-Cuca', 'Urf Kench', 'Tahm Kench Imperador das Moedas', 'Tahm Kench Arcana', 'Tahm Kench Velho Oeste', 'Tahm Kench Pergaminhos Shan Hai'];https://www.leagueoflegends.com//pt-br/champions/tahm-kench/
Taliyah;Taliyah é uma maga nômade de Shurima, dividida entre sua empolgação juvenil e suas grandes responsabilidades. Ela cruzou quase toda Valoran em uma jornada para conhecer a verdadeira natureza de seus próprios poderes, apesar de ter retornado recentemente...;Mago / Suporte;Média;['Deslizar em Pedras', 'Voleio Entrelaçado', 'Empurrão Sísmico', 'Terra Desfiada', 'Muro da Tecelã'];['Taliyah de Freljord', 'SSG Taliyah', 'Taliyah Curtindo o Verão', 'Taliyah Guardiã Estelar', 'Taliyah Crystalis Motus'];https://www.leagueoflegends.com//pt-br/champions/taliyah/
Talon;Talon é a adaga na escuridão, um assassino impiedoso capaz de atacar sem aviso e escapar antes que qualquer alarme soe. Ele construiu uma reputação perigosa nas ruas brutais de Noxus, onde foi forçado a lutar, matar e roubar para sobreviver. Adotado...;Assassino;Média;['Limiar da Lâmina', 'Diplomacia Noxiana', 'Ancinho', 'Caminho do Assassino', 'Ataque das Sombras'];['Talon Renegado', 'Talon Elite Carmesim', 'Talon Lâminas Dracônicas', 'Talon SSW', 'Talon Lua Sangrenta', 'Talon Espada Resiliente', 'Talon Bosque Sombrio', 'Talon Rosa Definhada', 'Talon Velho Oeste', 'Talon Velho Oeste de Prestígio', 'Talon Emboscada Primordial'];https://www.leagueoflegends.com//pt-br/champions/talon/
Taric;Taric é o Aspecto do Protetor, portando um incrível poder como o guardião da vida, do amor e da beleza de Runeterra. Punido por faltar ao cumprimento de seu dever e exilado de Demacia, sua terra natal, Taric subiu o Monte Targon em busca de redenção...;Suporte / Tanque;Baixa;['Bravata', 'Fulgor Estelar', 'Bastião', 'Deslumbrar', 'Resplendor Cósmico'];['Taric Esmeralda', 'Taric de Armadura da Quinta Era', 'Taric Cavaleiro de Hematita', 'Taric Curtindo o Verão', 'Taric Escudo Cintilante', 'Taric Embalos no Espaço'];https://www.leagueoflegends.com//pt-br/champions/taric/
Teemo;Indiferente até aos obstáculos mais perigosos e ameaçadores, Teemo vasculha o mundo com infinito entusiasmo e animação. Um yordle com uma inabalável moral que se orgulha de seguir o Código dos Escoteiros de Bandópolis, às vezes com tanta dedicação que...;Atirador / Mago;Média;['Técnicas de Guerrilha', 'Dardo Ofuscante', 'Mover Depressa', 'Tiro Tóxico', 'Armadilha Venenosa'];['Teemo Duende Feliz', 'Teemo Batedor', 'Teemo Texugo', 'Teemo Astronauta', 'Teemo Pelo Branquinho', 'Super Teemo', 'Teemo Panda', 'Teemo Esquadrão Ômega', 'Capeteemo', 'Abelheemo', 'Teemo Florescer Espiritual', 'Teemo Florescer Espiritual de Prestígio', 'Teemo Fogos de Artifício', 'Teemo Embalos no Espaço'];https://www.leagueoflegends.com//pt-br/champions/teemo/
Thresh;Sádico e astuto, Thresh é um espírito ambicioso e incansável das Ilhas das Sombras. Ele já foi guardião de incontáveis segredos arcanos, mas acabou sucumbindo a poderes maiores do que a vida e a morte. Agora, Thresh vive atormentando e corrompendo...;Suporte / Tanque;Média;['Condenação', 'Sentença', 'Passagem Sombria', 'Esfolar', 'A Caixa'];['Thresh Terror Profundo', 'Thresh Mundial 2013', 'Thresh Lua Sangrenta', 'Thresh SSW', 'Thresh Estrela Negra', 'Thresh Velho Oeste', 'Pulsefire Thresh', 'Pulsefire Thresh de Prestígio', 'FPX Thresh', 'Thresh Florescer Espiritual', 'Thresh Liberto', 'Thresh Dragão de Aço', 'Pulsefire Thresh de Prestígio (2022)', 'Thresh Imperador Lunar', 'Thresh Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/thresh/
Tristana;Apesar de muitos outros yordles focarem sua energia em descobertas, invenções ou simplesmente travessuras, Tristana sempre se inspirou nas aventuras de grandes guerreiros. Ela ouviu muito sobre Runeterra, suas facções e suas guerras, e acreditava que...;Atirador / Assassino;Média;['Tiro Certeiro', 'Tiro Rápido', 'Salto-foguete', 'Carga Explosiva', 'Tiro Destruidor'];['Tristana Garota Riot', 'Tristana Duende Natalina', 'Tristana Bombeira', 'Tristana Guerrilheira', 'Tristana Bucaneira', 'Tristana Garota-Foguete', 'Tristana Treinadora de Dragões', 'Tristana Feiticeira', 'Tristana Esquadrão Ômega', 'Satristânica', 'Tristana Cosplay de Pingu', 'Tristana Hextec', 'Tristana Fogos de Artifício', 'Tristana Florescer Espiritual', 'Tristana Corte das Fadas'];https://www.leagueoflegends.com//pt-br/champions/tristana/
Trundle;Trundle é um troll gigantesco e traiçoeiro com uma tendência particularmente perversa, e não há nada que ele não possa submeter a cacetadas, nem mesmo a própria Freljord. Violentamente territorial, ele persegue qualquer um tolo o suficiente de entrar em...;Lutador / Tanque;Média;['Tributo do Rei', 'Mordida', 'Domínio Congelado', 'Pilar de Gelo', 'Subjugar'];['Trundle Rebatedor', 'Trundle Ferro-Velho', 'Trundle Tradicional', 'Guarda Trundle', 'Trundle Quebra-mundos', 'Trundle Caçador de Dragões', 'Trundle Noite Apavorante'];https://www.leagueoflegends.com//pt-br/champions/trundle/
Tryndamere;Carregado por fúria e raiva desenfreadas, Tryndamere galgou seu caminho através de Freljord, desafiando abertamente os maiores guerreiros do norte em preparo para os dias sombrios que virão. O bárbaro furioso já procurou por vingança pela aniquilação de...;Lutador / Assassino;Média;['Fúria da Batalha', 'Sanguinário', 'Grito Zombador', 'Corte Giratório', 'Fúria Sem Fim'];['Tryndamere das Montanhas', 'Rei Tryndamere', 'Tryndamere Viking', 'Tryndamere Espada Demoníaca', 'Tryndamere Sultão', 'Tryndamere Reinos Combatentes', 'Tryndamere Terror Noturno', 'Tryndamere Caçador de Feras', 'Tryndamere Quimtec', 'Tryndamere Lua Sangrenta', 'Tryndamere Emissário da Escuridão', 'Tryndamere Vitorioso'];https://www.leagueoflegends.com//pt-br/champions/tryndamere/
Twisted Fate;Twisted Fate é um infame trapaceiro que apostou e encantou tudo em seu caminho por boa parte do mundo, conquistando a inimizade e admiração tanto de ricos quanto tolos. Ele raramente leva coisas a sério, saudando cada dia com um sorriso zombeteiro e...;Mago / Atirador;Alta;['Dados Viciados', 'Curingas', 'Escolha uma Carta', 'Baralho Marcado', 'Destino'];['PAX Twisted Fate', 'Twisted Fate Valete de Copas', 'O Magnífico Twisted Fate', 'Twisted Fate Dançarino de Tango', 'Twisted Fate Velho Oeste', 'Twisted Fate Mosqueteiro', 'Twisted Fate do Submundo', 'Twisted Fate Árbitro', 'Twisted Fate Punguista', 'Twisted Fate Lua Sangrenta', 'Pulsefire Twisted Fate', 'Twisted Fate Odisseia', 'Twisted Fate DWG', 'Twisted Fate Pesadelo na Cidade do Crime', 'Twisted Fate Embalos no Espaço'];https://www.leagueoflegends.com//pt-br/champions/twisted-fate/
Twitch;Um rato zaunita empesteado de nascença e um apreciador da imundície por paixão, Twitch não tem medo de sujar as patas. Mirando com uma balestra embebida em químicos no centro do coração dourado de Piltover, ele jurou mostrar àqueles na cidade de cima...;Atirador / Assassino;Média;['Veneno Mortal', 'Emboscada', 'Tonel de Veneno', 'Contaminar', 'Passando Fogo'];['Twitch Rei do Crime', 'Twitch da Vila Nevada', 'Twitch Medieval', 'Twitch Cidade do Crime', 'Twitch Vândalo', 'Twitch Trombadinha', 'Twitch SSW', 'Twitch Esquadrão Ômega', 'Twitch Rei Gelado', 'Twitch Passos Leves', 'Twitch Caçador de Dragões', 'Twitch Velho Oeste', 'Twitch ReiQueijão'];https://www.leagueoflegends.com//pt-br/champions/twitch/
Udyr;Udyr, o mais poderoso andarilho espiritual vivo, comunga com todos os espíritos de Freljord, seja compreendendo empaticamente suas necessidades, ou canalizando e transformando a energia etérea deles em seu próprio estilo de luta primevo. Ele busca o...;Lutador / Tanque;Média;['Ponte Espiritual', 'Garra Selvagem', 'Manto de Ferro', 'Investida Ardente', 'Tempestade Alada'];['Udyr Faixa Preta', 'Udyr Xamã', 'Udyr Guardião Espiritual', 'Certamente não é o Udyr', 'Udyr Oráculo Dracônico', 'Udyr Tinta Sombria'];https://www.leagueoflegends.com//pt-br/champions/udyr/
Urgot;Na época em que era um poderoso carrasco noxiano, Urgot foi traído pelo império para o qual havia tirado tantas vidas. Aprisionado em correntes de ferro, ele foi forçado a aprender o verdadeiro significado da força na Draga — uma mina carcerária nas...;Lutador / Tanque;Alta;['Chamas Ecoantes', 'Carga Corrosiva', 'Expurgar', 'Desdém', 'Pior que a Morte'];['Carangot, o Inimigo Gigante', 'Urgot Açougueiro', 'Urgot Máquina de Combate', 'Urgot Velho Oeste', 'Urgot Cosplay de Pijaminha Estelar', 'Urgot Noite Apavorante'];https://www.leagueoflegends.com//pt-br/champions/urgot/
Varus;Um dos antigos darkin, Varus era um assassino mortal que amava atormentar seus inimigos, levando-os quase à insanidade antes de disparar a flecha mortal. Ele foi aprisionado no final da Grande Guerra dos Darkin, mas fugiu, séculos depois, na carne...;Atirador / Mago;Baixa;['Vingança Viva', 'Flecha Perfurante', 'Aljava da Ruína', 'Chuva de Flechas', 'Corrente da Corrupção'];['Varus do Cristal Arruinado', 'Varus Arco Celeste', 'Varus Operação no Ártico', 'Varus Cupido Mortal', 'Varus Dardos Velozes', 'Varus Estrela Negra', 'Varus Conquistador', 'Varus Infernal', 'PROJETO: Varus', 'Varus Caçador Cósmico', 'Varus Velho Oeste', 'Varus Lua Nevada', 'Varus Empíreo'];https://www.leagueoflegends.com//pt-br/champions/varus/
Vayne;Shauna Vayne é uma caçadora de monstros demaciana mortal e implacável que dedicou sua vida a encontrar e destruir o monstro que assassinou sua família. Armada com uma balestra em seu pulso e com um coração cheio de vingança, ela só é realmente feliz...;Atirador / Assassino;Alta;['Caçadora Noturna', 'Rolamento', 'Dardos de Prata', 'Condenar', 'Hora Final'];['Vayne Defensora', 'Vayne Aristocrata', 'Vayne Caçadora de Dragões', 'Vayne Cupido Mortal', 'SKT T1 Vayne', 'Vayne Arco Celeste', 'Vayne Ladra de Almas', 'PROJETO: Vayne', 'Vayne Fogos de Artifício', 'Vayne Fogos de Artifício de Prestígio', 'Vayne Florescer Espiritual', 'FPX Vayne', 'Vayne Sentinela', 'Vayne Morcego de Batalha', 'Vayne Fogos de Artifício de Prestígio (2022)', 'Vayne Emissária da Luz', 'Vayne Dracomante'];https://www.leagueoflegends.com//pt-br/champions/vayne/
Veigar;Veigar, um mestre entusiasta da feitiçaria das trevas, aderiu a poderes dos quais poucos mortais se aproximam. Um habitante inconformado de Bandópolis, ele desejava ultrapassar as limitações da magia yordle, se voltando, então, para os textos arcanos...;Mago;Média;['Poder Maligno Fenomenal', 'Golpe Maligno', 'Matéria Escura', 'Horizonte de Eventos', 'Explosão Primordial'];['Veigar Mago Branco', 'Veigar Curling', 'Veigar Cinzento', 'Veigar Leprechaun', 'Barão Von Veigar', 'Veigar, o Supervilão', 'Veigar Noel Macabro', 'Veigar Chefão Final', 'Veigar Esquadrão Ômega', 'Veigar Sabugueiro', 'Veigar Cosplay de Ranzinzim', 'Veigar Astronauta', 'Veigar Domador de Monstros', 'Rei Abeigar'];https://www.leagueoflegends.com//pt-br/champions/veigar/
Vel'Koz;Não é claro se Vel'Koz foi a primeira criatura do Vazio a aparecer em Runeterra, mas certamente nunca houve outra que se igualasse ao seu nível de compreensão cruel e calculista. Enquanto sua raça devora ou perverte tudo ao seu redor, ele busca, em vez...;Mago / Suporte;Alta;['Desconstrução Orgânica', 'Fissão Plasmática', 'Fenda do Vazio', 'Ruptura Tectônica', 'Raio Desintegrador de Formas de Vida'];"[""Vel'Koz Máquina de Combate"", ""Vel'Koz Arco Celeste"", ""Certamente não é o Vel'Koz"", ""Vel'Koz Infernal"", ""Vel'Koz Gelo Sombrio"", ""Mel'Koz""]";https://www.leagueoflegends.com//pt-br/champions/vel-koz/
Vex;Em meio à escuridão das Ilhas das Sombras, uma solitária yordle se move com pesar, abrindo caminho pela névoa espectral, satisfeita em viver nas trevas. Com uma poderosa sombra no seu encalço e uma fonte inesgotável de mazelas nas costas, Vex vive num...;Mago;Baixa;['Destruição e Escuridão', 'Rajada Mistral', 'Espaço Pessoal', 'Penumbra Iminente', 'Onda Sombria'];['Vex Emissária da Luz', 'Vex Empírea'];https://www.leagueoflegends.com//pt-br/champions/vex/
Vi;Antiga criminosa das ruas violentas de Zaun, Vi é uma mulher temível, impulsiva e explosiva que tem muito pouco respeito por autoridades. Após ter crescido completamente só, Vi desenvolveu instintos de sobrevivência extremamente certeiros e um senso de...;Lutador / Assassino;Média;['Blindagem', 'Quebra-Cofres', 'Pancada Certeira', 'Força Implacável', 'Saque e Enterrada'];['Vi Golpes de Neon', 'Vi Policial', 'Vi Galante', 'Vi Demoníaca', 'Vi Reinos Combatentes', 'PROJETO: Vi', 'Vi Destruidora de Corações', 'Vi PsyOps', 'Vi Arcane', 'Vi Coração Despedaçado', 'Vi Emboscada Primordial'];https://www.leagueoflegends.com//pt-br/champions/vi/
Viego;"Outrora regente de um reino perdido, Viego morreu há mais de um milênio, quando uma tentativa de trazer sua esposa de volta à vida culminou em uma catástrofe mágica conhecida como ""a Ruína"". Transformado em um poderoso espectro morto-vivo, e sempre...";Lutador / Assassino;Média;['Dominação Monárquica', 'Espada do Rei Destruído', 'Posse Espectral', 'Domínio Atormentado', 'Destruidor de Corações'];['Viego Fera Lunar', 'Viego Dissonância da Pentakill', 'Viego EDG', 'Rei Viego', 'Viego Soul Fighter'];https://www.leagueoflegends.com//pt-br/champions/viego/
Viktor;Viktor, o arauto de uma nova era de tecnologia, devotou sua vida ao avanço da humanidade. Um idealista que busca elevar o povo de Zaun a um novo nível de compreensão, ele acredita que somente ao aceitar a evolução gloriosa da tecnologia será possível...;Mago;Alta;['Gloriosa Evolução', 'Poder do Sifão', 'Campo Gravítico', 'Raio da Morte', 'Tempestade do Caos'];['Viktor Robótico', 'Viktor Protótipo', 'Viktor Criador', 'Viktor Jurado de Morte', 'Viktor PsyOps', 'Viktor Velho Oeste'];https://www.leagueoflegends.com//pt-br/champions/viktor/
Vladimir;Um demônio sedento pelo sangue dos mortais, Vladimir tem influenciado os acontecimentos de Noxus desde os primórdios do império. Além de ter estendido sua vida por meios não naturais, sua maestria em hemomancia o permite controlar as mentes e corpos de...;Mago / Lutador;Média;['Pacto Vermelho', 'Transfusão', 'Poça de Sangue', 'Maré de Sangue', 'Hemopraga'];['Conde Vladimir', 'Marquês Vladimir', 'Vladimir Nosferatu', 'Vladimir Vândalo', 'Vladimir Lorde do Sangue', 'Vladimir Ladrão de Almas', 'Vladimir Colegial', 'Vladimir Águas Sombrias', 'Vladimir Emissário da Escuridão', 'Vladimir Devorador Cósmico', 'Vladimir Kawaii Café', 'Vladimir Pacto Quebrado'];https://www.leagueoflegends.com//pt-br/champions/vladimir/
Volibear;Para aqueles que ainda o veneram, Volibear é a forma manifestada da tempestade. Destrutivo, selvagem e implacavelmente obstinado, ele já existia antes mesmo que os mortais andassem sobre a tundra de Freljord, protegendo as terras que ele e seus irmãos...;Lutador / Tanque;Baixa;['A Tempestade Implacável', 'Esmagamento Trovejante', 'Fúria Selvagem', 'Divisor de Céus', 'Emissário da Tempestade'];['Volibear Senhor do Trovão', 'Volibear Nevasca do Ártico', 'Volibear Armadura Rúnica', 'Capitão Volibear', 'Volibear El Rayo', 'O Urso dos Mil Flagelos', 'Volibear Dragão da Dualidade', 'Volibear Dragão da Dualidade de Prestígio', 'Volibear Tinta Sombria'];https://www.leagueoflegends.com//pt-br/champions/volibear/
Warwick;Warwick é um monstro que caça pelas ruas cinzentas de Zaun. Transformado a partir de experimentos agonizantes, seu corpo agora é fundido a um sistema complexo de câmaras e bombas, um maquinário que enche suas veias com fúria química. Ele persegue os...;Lutador / Tanque;Baixa;['Fome Eterna', 'Presas da Fera', 'Caçada Sangrenta', 'Uivo Primitivo', 'Coerção Infinita'];['Warwick Cinzento', 'Urf, o Peixe-Boi', 'Warwick Lobo Mau', 'Warwick Caçador da Tundra', 'Warwick Selvagem', 'Warwick Presas de Fogo', 'Warwick Hiena', 'Warwick Saqueador', 'Urfwick', 'Warwick Guardião Lunar', 'PROJETO: Warwick', 'Warwick Deus Antigo', 'Warwick Bênção do Inverno', 'Warwick Bênção do Inverno de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/warwick/
Wukong;Wukong é um trapaceiro vastaya que usa sua força, agilidade e inteligência para confundir os oponentes e deixar a situação a seu favor. Depois de encontrar uma eterna amizade no guerreiro conhecido como Master Yi, Wukong se tornou o último aprendiz da...;Lutador / Tanque;Baixa;['Pele de Pedra', 'Golpe Destruidor', 'Guerreiro Trapaceiro', 'Resplendor das Nuvens', 'Ciclone'];['Wukong Incandescente', 'General Wukong', 'Wukong Dragão de Jade', 'Wukong do Submundo', 'Wukong Radiante', 'Wukong Estrato Lanceiro', 'Wukong Academia de Batalha', 'Wukong Sabugueiro'];https://www.leagueoflegends.com//pt-br/champions/wukong/
Xayah;Mortal e precisa, Xayah é uma vastaya revolucionária que trava sua própria batalha para salvar seu povo. Ela usa sua agilidade, malícia e plumas afiadas para retalhar qualquer um que atrapalhe seu caminho. Xayah luta ao lado de seu parceiro e amante...;Atirador;Média;['Cortes Certeiros', 'Punhais Duplos', 'Plumagem Mortífera', 'Invocadora das Lâminas', 'Tempestade de Plumas'];['Xayah Crepúsculo Cósmico', 'Xayah Queridinha', 'SSG Xayah', 'Xayah Guardiã Estelar', 'Xayah Sabugueiro', 'Xayah Fênix Corajosa', 'Xayah Fênix Corajosa de Prestígio', 'Xayah Arcana', 'Xayah Pacto Quebrado', 'Xayah Guardiã Estelar Redimida'];https://www.leagueoflegends.com//pt-br/champions/xayah/
